" NLC Code"," Entries Standard"," Entries Reduced"," Entries Season",Total Entries," Exits Standard"," Exits Reduced"," Exits Season",Total Exits," All Entries & Exits",Interchanges
4700,6712,12804,4499.5,24015.5,7827,12875,4499.5,25201.5,49217,
9953,10084,7726,2368,20178,13851,7726,2368,23945,44123,
5667,70510,87400,139771,297681,67870,87413,139771,295054,592735,
5004,183747,315745,474461.5,973953.5,176049,317550,474461.5,968060.5,1942014,224527
2850,845,1183,526.5,2554.5,1174,1188,526.5,2888.5,5443,
5347,83619,123690,195703.5,403012.5,83070,124874,195703.5,403647.5,806660,
2790,25004,66888,14829,106721,24342,71592,14829,110763,217484,
5398,280,596,1337.5,2213.5,414,669,1337.5,2420.5,4634,
5906,3874,4646,6446.5,14966.5,4500,4810,6446.5,15756.5,30723,
6083,6220,5502,33208.5,44930.5,7775,5642,33208.5,46625.5,91556,
1953,5285,12077,7315.5,24677.5,5485,12309,7315.5,25109.5,49787,
6233,8712,173,1908.5,10793.5,8036,176,1908.5,10120.5,20914,
2095,3425,1545,1377.5,6347.5,3403,1544,1377.5,6324.5,12672,
1380,1205,3790,1623,6618,1210,3909,1623,6742,13360,
1004,26694,33751,528,60973,30383,33873,528,64784,125757,11462
1074,2814,771,256,3841,2746,782,256,3784,7625,
2584,30416,51397,14989.5,96802.5,24462,56020,14989.5,95471.5,192274,
8608,104,37,0,141,116,37,0,153,294,
1624,10083,1103,2993.5,14179.5,10517,1149,2993.5,14659.5,28839,
7367,6694,14264,2772.5,23730.5,7907,14047,2772.5,24726.5,48457,
9457,6098,5933,1778,13809,6856,5956,1778,14590,28399,
7017,52961,93918,218421,365300,57268,94307,218421,369996,735296,2946
2215,15680,18329,14240.5,48249.5,19246,18406,14240.5,51892.5,100142,
8610,11930,19097,195.5,31222.5,11836,19084,195.5,31115.5,62338,121
3265,1982,1603,752,4337,2175,1602,752,4529,8866,
3200,11946,1807,4986.5,18739.5,10941,1847,4986.5,17774.5,36514,
5714,13455,62466,27798.5,103719.5,14740,62621,27798.5,105159.5,208879,
1492,116989,203544,159242.5,479775.5,103137,204341,159242.5,466720.5,946496,2390
5162,15704,9482,9260.5,34446.5,16848,9750,9260.5,35858.5,70305,
5197,11538,15556,14258.5,41352.5,12240,15637,14258.5,42135.5,83488,
9463,237184,218798,117479.5,573461.5,227956,218789,117479.5,564224.5,1137686,28161
2187,9085,10195,2381.5,21661.5,10833,10213,2381.5,23427.5,45089,
4186,2010,2374,636,5020,2366,2379,636,5381,10401,
5681,15971,13899,13042.5,42912.5,19828,14202,13042.5,47072.5,89985,
8552,43943,28905,5651.5,78499.5,53771,27568,5651.5,86990.5,165490,
9763,10123,8329,5999,24451,12571,8334,5999,26904,51355,
5492,5529,9823,25035.5,40387.5,5891,10844,25035.5,41770.5,82158,
6084,29105,43734,82244,155083,33958,44428,82244,160630,315713,
5399,297733.955,264463.404,843966.4145,1406163.7735,284228.77,267438.583,843966.4145,1395633.7675,2801797.541,56550
9862,65723,69377,92961,228061,62900,69385,92961,225246,453307,
9013,43,77,27.5,147.5,16,77,27.5,120.5,268,
2561,23483,5367,4672.5,33522.5,23136,5382,4672.5,33190.5,66713,
2820,5145,3277,998,9420,4297,3323,998,8618,18038,
8839,625,289,0,914,870,288,0,1158,2072,
4502,120122,215497,105475,441094,117218,217325,105475,440018,881112,112478
2471,43585,179642,32969,256196,40373,178707,32969,252049,508245,555
2238,13176,16113,0,29289,15923,20262,0,36185,65474,
5348,3676,3255,23123,30054,8832,3419,23123,35374,65428,
9466,18472,16217,13431.5,48120.5,25532,16214,13431.5,55177.5,103298,
7563,1121,739,2032,3892,1284,743,2032,4059,7951,
2690,42112,6373,11578,60063,47070,6382,11578,65030,125093,
9764,7033,7258,3703,17994,7730,7257,3703,18690,36684,
4011,14610,47656,22054.5,84320.5,15179,47759,22054.5,84992.5,169313,
7492,486721.856,458807.297,1276145.452,2221674.605,245796.114,455951.297,1276145.452,1977892.863,4199567.468,96660
1279,3232,305,2248.5,5785.5,3181,309,2248.5,5738.5,11524,
5133,9251,9377,28459,47087,8941,9897,28459,47297,94384,
4445,23144,25881,44025.5,93050.5,22040,25965,44025.5,92030.5,185081,
5089,96953.091,85105.07,462968.89,645027.051,77557.495,86451.069,462968.89,626977.454,1272004.505,
5551,129067.916,110364.162,207403.443,446835.521,118306.427,110195.339,207403.443,435905.209,882740.73,8696
5580,26073.665,15018.001,16763.4635,57855.1295,38249.086,15238.105,16763.4635,70250.6545,128105.784,
6406,5035,11389,1585.5,18009.5,5530,11697,1585.5,18812.5,36822,3737
5252,50685,104579,147402.5,302666.5,53609,104304,147402.5,305315.5,607982,405364
9973,12257,6908,3427.5,22592.5,11050,6908,3427.5,21385.5,43978,
6774,105282,221917,16944,344143,99891,218881,16944,335716,679859,1209
5725,11578,59129,6925.5,77632.5,12352,59024,6925.5,78301.5,155934,
1096,34428,16867,7820.5,59115.5,56060,17385,7820.5,81265.5,140381,7804
9674,77786,71579,76612.5,225977.5,86532,71599,76612.5,234743.5,460721,
9467,904,877,36,1817,1106,881,36,2023,3840,
6212,1366,9,312,1687,1481,9,312,1802,3489,
1954,46802,157183,55952,259937,44006,156046,55952,256004,515941,9322
1903,10336,8394,4435.5,23165.5,9580,8422,4435.5,22437.5,45603,
3805,53945,93716,59293.5,206954.5,53204,93834,59293.5,206331.5,413286,
3806,20821,37978,12235,71034,20153,37999,12235,70387,141421,
3807,19326,93527,34117,146970,27958,93528,34117,155603,302573,
9020,3,11,0,14,6,11,0,17,31,
6207,21084,192,1586.5,22862.5,20865,193,1586.5,22644.5,45507,
7494,214640,252849,449646,917135,209786,253320,449646,912752,1829887,
5520,418751,662827,704178.5,1785756.5,428016,654929,704178.5,1787123.5,3572880,507516
5090,3304,7909,18925.5,30138.5,11759,8261,18925.5,38945.5,69084,
3271,406093,855902,250056,1512051,398620,848913,250056,1497589,3009640,113493
9311,108535,117433,64279.5,290247.5,109855,117485,64279.5,291619.5,581867,
8484,22048,18294,962,41304,27177,17736,962,45875,87179,
7909,292,524,0,816,286,509,0,795,1611,
5420,214850.581,169890.45,435867.195,820608.226,282212.49,165799.756,435867.195,883879.441,1704487.667,9852
5215,27180,81905,111499.5,220584.5,25402,84866,111499.5,221767.5,442352,
6870,547,1168,2612,4327,776,1190,2612,4578,8905,
6006,676,1521,6277.5,8474.5,2179,1682,6277.5,10138.5,18613,
3047,114272,211210,211580.5,537062.5,114278,211662,211580.5,537520.5,1074583,
2420,466,321,0,787,343,339,0,682,1469,
9966,82615,44669,40452.5,167736.5,86276,44628,40452.5,171356.5,339093,
5091,20824,35548,97410.5,153782.5,20710,37919,97410.5,156039.5,309822,
8822,154,43,0,197,180,43,0,223,420,
5890,1104,2537,1066.5,4707.5,1355,2558,1066.5,4979.5,9687,
2188,67980,108391,1778,178149,72394,111501,1778,185673,363822,
7258,11981,28844,949.5,41774.5,11263,28862,949.5,41074.5,82849,
5076,12985.003,9468.001,34853.382,57306.386,10927.016,9830.001,34853.382,55610.399,112916.785,
5046,117051.937,169886.003,563017.8195,849955.7595,104125.798,170214.672,563017.8195,837358.2895,1687314.049,278298
1512,127504,512827,588945,1229276,142267,501064,588945,1232276,2461552,59157
1510,36,59,5,100,173,62,5,240,340,
5538,14891,12982,9896,37769,16443,13049,9896,39388,77157,
3245,5348,1946,4314.5,11608.5,5668,1951,4314.5,11933.5,23542,
1165,4222,2576,855.5,7653.5,5052,2805,855.5,8712.5,16366,
3070,10793,21232,10889,42914,10233,22124,10889,43246,86160,
1625,70785,46618,27771.5,145174.5,68919,46193,27771.5,142883.5,288058,4632
5198,3770,4889,5844.5,14503.5,4939,5028,5844.5,15811.5,30315,
2785,948,3828,721,5497,1505,4405,721,6631,12128,
9895,61253,47827,17048.5,126128.5,64651,47834,17048.5,129533.5,255662,13950
5062,29803.635,31756.56,187640.4565,249200.6515,22215.615,31998.56,187640.4565,241854.6315,491055.283,
9714,83629,68749,63926.5,216304.5,93395,68760,63926.5,226081.5,442386,9167
5350,3990.012,3768.007,4584.02,12342.039,4542.008,3797.007,4584.02,12923.035,25265.074,
1679,11612,20316,5716.5,37644.5,12077,21472,5716.5,39265.5,76910,141
5227,637,984,1384.5,3005.5,1060,1005,1384.5,3449.5,6455,
5092,41423.956,38085.274,118996.6345,198505.8645,34223.518,38255.274,118996.6345,191475.4265,389981.291,
8047,1399,2053,863,4315,1817,2053,863,4733,9048,
8564,27764,26343,2923,57030,26355,23876,2923,53154,110184,
7439,221530,236972,745188.5,1203690.5,223376,237543,745188.5,1206107.5,2409798,
2676,5373,1307,766.5,7446.5,5639,1312,766.5,7717.5,15164,
5624,8060,6626,22057,36743,8619,6793,22057,37469,74212,
8352,23809,18990,6303.5,49102.5,19536,18596,6303.5,44435.5,93538,
3549,9438,5961,2854.5,18253.5,10788,5955,2854.5,19597.5,37851,
3550,3653,2733,1880.5,8266.5,3756,2731,1880.5,8367.5,16634,
1390,77793,188729,259021,525543,55409,219006,259021,533436,1058979,
1045,27155,28887,755.5,56797.5,25064,28911,755.5,54730.5,111528,
7330,233,113,0,346,358,113,0,471,817,
8431,3860,4096,817.5,8773.5,4486,3893,817.5,9196.5,17970,
5581,20998.007,18631.102,50771.288,90400.397,24180.008,19202.102,50771.288,94153.398,184553.795,
5323,4614,16610,16204,37428,4066,18035,16204,38305,75733,
7791,43898,91515,10009.5,145422.5,44043,91240,10009.5,145292.5,290715,605
2351,949,883,0,1832,935,883,0,1818,3650,
1003,9800,20071,336.5,30207.5,11050,19969,336.5,31355.5,61563,
5472,1549,1480,2887,5916,1378,1637,2887,5902,11818,
6961,11487.453,23222.224,108249.044,142958.721,34692.297,23770.496,108249.044,166711.837,309670.558,
2449,14647,2979,698,18324,13981,3026,698,17705,36029,
8048,70770,109624,105206,285600,73215,110210,105206,288631,574231,34
5211,58507,152780,144013.5,355300.5,61858,153339,144013.5,359210.5,714511,
5093,71920.273,70210.143,261999.627,404130.043,70687.554,70842.2,261999.627,403529.381,807659.424,
5094,172841.92,151490.227,755732.6545,1080064.8015,151535.594,153304.257,755732.6545,1060572.5055,2140637.307,
3048,54012,108437,109852.5,272301.5,56021,108474,109852.5,274347.5,546649,
3104,4703,9492,8274.5,22469.5,5229,9801,8274.5,23304.5,45774,
5063,55098,55438.597,182656.492,293193.089,48620.008,56646.597,182656.492,287923.097,581116.186,101581
2136,21315,23561,530,45406,19513,24622,530,44665,90071,61547
6170,43393,81772,134053.5,259218.5,49629,82981,134053.5,266663.5,525882,
4618,5959,2679,1994,10632,5827,2682,1994,10503,21135,
6871,147647,241991,964054.5,1353692.5,150711,239816,964054.5,1354581.5,2708274,
7910,6584,7126,2430.5,16140.5,7984,7194,2430.5,17608.5,33749,
5464,23241,54040,89755,167036,23766,52959,89755,166480,333516,
6235,10932,3923,4369.5,19224.5,10629,4350,4369.5,19348.5,38573,
8553,115354,99559,12432.5,227345.5,135938,96316,12432.5,244686.5,472032,
3907,9778,8455,6957,25190,9770,8456,6957,25183,50373,
5163,10912,32387,51172.5,94471.5,10097,32955,51172.5,94224.5,188696,
2304,76678,53611,37476.5,167765.5,70785,53718,37476.5,161979.5,329745,
5401,5467.368,2825,16950.7405,25243.1085,3279.057,2906.03,16950.7405,23135.8275,48378.936,
2352,40031,57930,820.5,98781.5,34684,59423,820.5,94927.5,193709,
2217,59026,130643,3373.5,193042.5,47530,113085,3373.5,163988.5,357031,
2219,229574,335054,6919,571547,195855,249259,6919,452033,1023580,29207
2145,40345,71097,2212,113654,37425,71485,2212,111122,224776,7729
2220,90568,122496,770.5,213834.5,114957,192284,770.5,308011.5,521846,
4513,18,668,5,691,127,672,5,804,1495,
1215,383050,542521,33643.5,959214.5,361374,524543,33643.5,919560.5,1878775,23443
4515,29508,28671,68,58247,4745,22421,68,27234,85481,556550
1127,1989363,4003589,236198,6229150,1998326,3994555,236198,6229079,12458229,2258127
1006,89821,59760,5501,155082,16369,49760,5501,71630,226712,35379
7835,16059,13393,1856,31308,16169,13407,1856,31432,62740,
9940,87377,60136,57559,205072,99597,60166,57559,217322,422394,
6800,190553,274259,572688.5,1037500.5,191618,270467,572688.5,1034773.5,2072274,24526
5402,1126,4194,3851,9171,907,4860,3851,9618,18789,
9620,76312,64318,80632.5,221262.5,85765,64315,80632.5,230712.5,451975,
5945,6930,4153,5768.5,16851.5,7833,4166,5768.5,17767.5,34619,
2737,117658,206265,82852.5,406775.5,125374,208117,82852.5,416343.5,823119,39404
5112,185138,93720,450093.5,728951.5,93984,72027,450093.5,616104.5,1345056,783584
5095,173193.766,287305.35,703243.8075,1163742.9235,105136.831,320603.203,703243.8075,1128983.8415,2292726.765,16635
7400,4029,1787,5759.5,11575.5,9020,2425,5759.5,17204.5,28780,
2739,123114,681029,33252,837395,114241,679142,33252,826635,1664030,1052
2738,7493,8244,249,15986,6794,8006,249,15049,31035,
2740,13372,23435,2412.5,39219.5,13044,24082,2412.5,39538.5,78758,
2732,12027,12165,53717.5,77909.5,11363,14897,53717.5,79977.5,157887,
5625,45444,75893,43553,164890,47038,77426,43553,168017,332907,
2450,14923,4487,30.5,19440.5,15045,4468,30.5,19543.5,38984,
8750,1838,2731,0,4569,1859,2913,0,4772,9341,
9760,65285,54262,158414,277961,68423,54262,158414,281099,559060,
1176,35972,24964,15603.5,76539.5,36601,24977,15603.5,77181.5,153721,
4574,6274,2461,9053,17788,8461,2463,9053,19977,37765,
9716,46181,40324,32264,118769,48171,40325,32264,120760,239529,
7503,625,271,15.5,911.5,720,274,15.5,1009.5,1921,
6204,2110,89,210.5,2409.5,1814,84,210.5,2108.5,4518,
1360,44284,103501,175228.5,323013.5,44411,102336,175228.5,321975.5,644989,42662
1141,3480,4885,0,8365,4767,4950,0,9717,18082,
1018,3756,3541,5,7302,4308,3548,5,7861,15163,
2123,81116,97701,799,179616,78886,99088,799,178773,358389,
1282,9469,5418,3345.5,18232.5,10264,5775,3345.5,19384.5,37617,
3501,20017,47886,2218.5,70121.5,20783,47349,2218.5,70350.5,140472,
2435,542,865,530.5,1937.5,673,875,530.5,2078.5,4016,
5253,55462,203698,119313,378473,57271,205606,119313,382190,760663,
9668,2160,1116,601.5,3877.5,2454,1136,601.5,4191.5,8069,
2599,230243,525511,104217.5,859971.5,217822,538702,104217.5,860741.5,1720713,272610
8536,5970,13330,1612.5,20912.5,6626,13353,1612.5,21591.5,42504,
5626,20138,29718,38207,88063,21310,30711,38207,90228,178291,
1993,3709,381,2837,6927,4032,380,2837,7249,14176,
2195,72823,96053,2094,170970,88233,121244,2094,211571,382541,
2239,22303,29505,2948,54756,10136,11096,2948,24180,78936,
5130,29223,62387,97456,189066,28242,67063,97456,192761,381827,
4304,10336,5289,759.5,16384.5,11996,5364,759.5,18119.5,34504,
5254,7094,8083,20098.5,35275.5,7367,8208,20098.5,35673.5,70949,
6216,23582,51734,26520.5,101836.5,22815,51947,26520.5,101282.5,203119,
5894,11082,7636,13282.5,32000.5,11325,8760,13282.5,33367.5,65368,
6237,6765,2679,5444,14888,7499,2697,5444,15640,30528,
3018,31192,49153,44646.5,124991.5,30344,51738,44646.5,126728.5,251720,50859
5876,213334,530426,237721,981481,216029,535996,237721,989746,1971227,63436
1112,58138,69991,1979,130108,58604,70002,1979,130585,260693,
1381,1912,3191,5223.5,10326.5,2288,3424,5223.5,10935.5,21262,
6027,15133.843,5707.956,66863.723,87705.522,11757.006,5766.776,66863.723,84387.505,172093.027,
9968,6712,4028,72918.5,83658.5,8059,4028,72918.5,85005.5,168664,
5403,3922,9444,5442.5,18808.5,3989,10069,5442.5,19500.5,38309,
5693,323720,294458,248629.5,866807.5,329606,297612,248629.5,875847.5,1742655,
8346,154002,75251,12171.5,241424.5,19351,56302,12171.5,87824.5,329249,36021
8345,364345,521192,55311.5,940848.5,462649,536642,55311.5,1054602.5,1995451,21850
3341,33922,49632,21434,104988,35866,49680,21434,106980,211968,
5530,24157,1714,8420.5,34291.5,24613,1699,8420.5,34732.5,69024,
6801,23631,106765,201582.5,331978.5,22758,112796,201582.5,337136.5,669115,
2053,1222,5035,443.5,6700.5,662,4998,443.5,6103.5,12804,
2944,23318,32165,16271,71754,19833,34853,16271,70957,142711,
5500,22151,46688,47092,115931,22045,49681,47092,118818,234749,
8496,22851,14054,3521.5,40426.5,26110,13425,3521.5,43056.5,83483,
7565,1480,1811,263.5,3554.5,1800,1815,263.5,3878.5,7433,
7259,1203,964,0,2167,1372,959,0,2331,4498,
9938,13257,9108,5071,27436,13972,9110,5071,28153,55589,
7200,2842,4822,1386,9050,2953,4815,1386,9154,18204,
5875,23742,25289,20859.5,69890.5,24163,25731,20859.5,70753.5,140644,
2045,566,133,211,910,650,136,211,997,1907,
2779,12241,29149,9635,51025,10712,31221,9635,51568,102593,
9251,105,12,5,122,101,13,5,119,241,
5552,49314.314,27629.64,31281.621,108225.575,64093.056,34687.629,31281.621,130062.306,238287.881,
6872,236890,234536,639812.5,1111238.5,209658,246384,639812.5,1095854.5,2207093,
1560,6828,8573,8385.5,23786.5,7848,8850,8385.5,25083.5,48870,
9889,28366,14334,14271,56971,31878,14344,14271,60493,117464,
8823,1448,506,0,1954,1637,511,0,2148,4102,
3809,93255,191789,43556.5,328600.5,97462,191583,43556.5,332601.5,661202,14410
9789,43453,30448,23434,97335,43671,30445,23434,97550,194885,
3449,21337,33744,5671.5,60752.5,20733,33784,5671.5,60188.5,120941,
8049,45945,98747,27328.5,172020.5,47228,98765,27328.5,173321.5,345342,113
2554,5664,3989,2616,12269,5329,4002,2616,11947,24216,
6464,60,36,0,96,68,30,0,98,194,
8514,9008,13180,753,22941,10737,13133,753,24623,47564,
5268,660663,2647921,1318476.5,4627060.5,738282,2598837,1318476.5,4655595.5,9282656,762631
6810,36574.734,26671.392,91594.989,154841.115,32339.797,26549.392,91594.989,150484.178,305325.293,
2603,6587,19817,3922,30326,5308,19944,3922,29174,59500,
3230,225897,235586,84149.5,545632.5,225958,233299,84149.5,543406.5,1089039,230683
3231,646534,1102197,346433,2095164,644957,1098121,346433,2089511,4184675,663328
4012,3483,8365,1891.5,13739.5,3092,8374,1891.5,13357.5,27097,
7932,109,36,155,300,129,36,155,320,620,
4187,4603,4621,1335.5,10559.5,4299,4629,1335.5,10263.5,20823,
5081,19511.259,35217.108,88711.397,143439.764,31388.8,35699.619,88711.397,155799.816,299239.58,
2240,30152,46781,1145.5,78078.5,29818,45478,1145.5,76441.5,154520,
2892,14565,22571,7076.5,44212.5,10781,27042,7076.5,44899.5,89112,
5006,32071,102023,84047.5,218141.5,32006,103639,84047.5,219692.5,437834,
5886,61451,131910,208021.5,401382.5,59133,134148,208021.5,401302.5,802685,174291
8429,8407,6695,1159.5,16261.5,10327,6835,1159.5,18321.5,34583,
5404,121025.948,152670.612,331583.932,605280.492,129517.923,156831.052,331583.932,617932.907,1223213.399,
7740,19668,16281,575,36524,17914,12140,575,30629,67153,
2190,68623,80391,1158,150172,66768,81737,1158,149663,299835,
2191,25555,34507,185,60247,18998,29103,185,48286,108533,
2697,26608,36960,19789,83357,26572,39127,19789,85488,168845,
5096,28350.182,31499.464,124671.8915,184521.5375,31502.147,31775.38,124671.8915,187949.4185,372470.956,
5064,431001.378,815964.58,1160888.5575,2407854.5155,437365.219,816460.686,1160888.5575,2414714.4625,4822568.978,527146
4715,26472,16831,3600,46903,33017,17405,3600,54022,100925,
1437,40325.865,46408.811,111001.9855,197736.6615,61048.68,44235.257,111001.9855,216285.9225,414022.584,
1438,14176.288,17477.963,46758.0795,78412.3305,21245.232,17122.039,46758.0795,85125.3505,163537.681,
6074,11760,8770,40158,60688,14368,9266,40158,63792,124480,
5687,77246,87511,155146.5,319903.5,78169,88877,155146.5,322192.5,642096,37613
4175,320,163,359.5,842.5,322,160,359.5,841.5,1684,
8050,656,207,807.5,1670.5,656,208,807.5,1671.5,3342,
8618,1622,552,0,2174,1532,555,0,2087,4261,
8051,36474,36407,36430.5,109311.5,38188,36483,36430.5,111101.5,220413,887
9023,345,1245,451,2041,313,1244,451,2008,4049,
6812,135129,176466,335919.5,647514.5,126592,171397,335919.5,633908.5,1281423,250068
6958,16177.214,13183.048,57510.6845,86870.9465,20849.975,13393.416,57510.6845,91754.0755,178625.022,
7289,8348,16974,3766,29088,7613,19691,3766,31070,60158,400
7006,1744,1195,94,3033,1468,1514,94,3076,6109,
3623,57601,65198,1090.5,123889.5,62546,59976,1090.5,123612.5,247502,
5702,2284,4743,755.5,7782.5,2416,4777,755.5,7948.5,15731,
2222,15698,18254,4316.5,38268.5,15370,20377,4316.5,40063.5,78332,
7290,9,6,0,15,2,5,0,7,22,
2422,16799,2050,395.5,19244.5,18317,2089,395.5,20801.5,40046,
4182,977,860,399.5,2236.5,1076,851,399.5,2326.5,4563,
3502,274,249,0,523,270,249,0,519,1042,
4317,1955,1178,0,3133,2061,1294,0,3355,6488,
1865,26784,29031,5004.5,60819.5,24942,29096,5004.5,59042.5,119862,
7085,1970,6627,13964,22561,1819,6839,13964,22622,45183,
5483,64847,171239,389569,625655,70097,171577,389569,631243,1256898,
8500,59982,35719,6948.5,102649.5,69087,36547,6948.5,112582.5,215232,
8565,48990,55609,2009,106608,60811,54688,2009,117508,224116,
2945,12084,17549,5502.5,35135.5,8785,19019,5502.5,33306.5,68442,
1975,4914,1451,653.5,7018.5,4056,1448,653.5,6157.5,13176,
